,Date_Key,Full_Date,Year,Quarter,Month,Month_Name,Week_Number,Day_of_Week,Day_Number,Is_Weekend,Is_Holiday,Season,Is_Winter,Is_Flu_Season
305,20241101,2024-11-01,2024,Q4,11,November,44,Friday,4,False,False,Autumn,False,True
306,20241102,2024-11-02,2024,Q4,11,November,44,Saturday,5,True,False,Autumn,False,True
307,20241103,2024-11-03,2024,Q4,11,November,44,Sunday,6,True,False,Autumn,False,True
308,20241104,2024-11-04,2024,Q4,11,November,45,Monday,0,False,False,Autumn,False,True
309,20241105,2024-11-05,2024,Q4,11,November,45,Tuesday,1,False,False,Autumn,False,True
310,20241106,2024-11-06,2024,Q4,11,November,45,Wednesday,2,False,False,Autumn,False,True
311,20241107,2024-11-07,2024,Q4,11,November,45,Thursday,3,False,False,Autumn,False,True
312,20241108,2024-11-08,2024,Q4,11,November,45,Friday,4,False,False,Autumn,False,True
313,20241109,2024-11-09,2024,Q4,11,November,45,Saturday,5,True,False,Autumn,False,True
314,20241110,2024-11-10,2024,Q4,11,November,45,Sunday,6,True,False,Autumn,False,True
315,20241111,2024-11-11,2024,Q4,11,November,46,Monday,0,False,True,Autumn,False,True
316,20241112,2024-11-12,2024,Q4,11,November,46,Tuesday,1,False,False,Autumn,False,True
317,20241113,2024-11-13,2024,Q4,11,November,46,Wednesday,2,False,False,Autumn,False,True
318,20241114,2024-11-14,2024,Q4,11,November,46,Thursday,3,False,False,Autumn,False,True
319,20241115,2024-11-15,2024,Q4,11,November,46,Friday,4,False,False,Autumn,False,True
320,20241116,2024-11-16,2024,Q4,11,November,46,Saturday,5,True,False,Autumn,False,True
321,20241117,2024-11-17,2024,Q4,11,November,46,Sunday,6,True,False,Autumn,False,True
322,20241118,2024-11-18,2024,Q4,11,November,47,Monday,0,False,False,Autumn,False,True
323,20241119,2024-11-19,2024,Q4,11,November,47,Tuesday,1,False,False,Autumn,False,True
324,20241120,2024-11-20,2024,Q4,11,November,47,Wednesday,2,False,False,Autumn,False,True
325,20241121,2024-11-21,2024,Q4,11,November,47,Thursday,3,False,False,Autumn,False,True
326,20241122,2024-11-22,2024,Q4,11,November,47,Friday,4,False,False,Autumn,False,True
327,20241123,2024-11-23,2024,Q4,11,November,47,Saturday,5,True,False,Autumn,False,True
328,20241124,2024-11-24,2024,Q4,11,November,47,Sunday,6,True,False,Autumn,False,True
329,20241125,2024-11-25,2024,Q4,11,November,48,Monday,0,False,False,Autumn,False,True
330,20241126,2024-11-26,2024,Q4,11,November,48,Tuesday,1,False,False,Autumn,False,True
331,20241127,2024-11-27,2024,Q4,11,November,48,Wednesday,2,False,False,Autumn,False,True
332,20241128,2024-11-28,2024,Q4,11,November,48,Thursday,3,False,False,Autumn,False,True
333,20241129,2024-11-29,2024,Q4,11,November,48,Friday,4,False,False,Autumn,False,True
334,20241130,2024-11-30,2024,Q4,11,November,48,Saturday,5,True,False,Autumn,False,True
335,20241201,2024-12-01,2024,Q4,12,December,48,Sunday,6,True,False,Winter,True,True
336,20241202,2024-12-02,2024,Q4,12,December,49,Monday,0,False,False,Winter,True,True
337,20241203,2024-12-03,2024,Q4,12,December,49,Tuesday,1,False,False,Winter,True,True
338,20241204,2024-12-04,2024,Q4,12,December,49,Wednesday,2,False,False,Winter,True,True
339,20241205,2024-12-05,2024,Q4,12,December,49,Thursday,3,False,False,Winter,True,True
340,20241206,2024-12-06,2024,Q4,12,December,49,Friday,4,False,False,Winter,True,True
341,20241207,2024-12-07,2024,Q4,12,December,49,Saturday,5,True,False,Winter,True,True
342,20241208,2024-12-08,2024,Q4,12,December,49,Sunday,6,True,False,Winter,True,True
343,20241209,2024-12-09,2024,Q4,12,December,50,Monday,0,False,False,Winter,True,True
344,20241210,2024-12-10,2024,Q4,12,December,50,Tuesday,1,False,False,Winter,True,True
345,20241211,2024-12-11,2024,Q4,12,December,50,Wednesday,2,False,False,Winter,True,True
346,20241212,2024-12-12,2024,Q4,12,December,50,Thursday,3,False,False,Winter,True,True
347,20241213,2024-12-13,2024,Q4,12,December,50,Friday,4,False,False,Winter,True,True
348,20241214,2024-12-14,2024,Q4,12,December,50,Saturday,5,True,False,Winter,True,True
349,20241215,2024-12-15,2024,Q4,12,December,50,Sunday,6,True,False,Winter,True,True
350,20241216,2024-12-16,2024,Q4,12,December,51,Monday,0,False,False,Winter,True,True
351,20241217,2024-12-17,2024,Q4,12,December,51,Tuesday,1,False,False,Winter,True,True
352,20241218,2024-12-18,2024,Q4,12,December,51,Wednesday,2,False,False,Winter,True,True
353,20241219,2024-12-19,2024,Q4,12,December,51,Thursday,3,False,False,Winter,True,True
354,20241220,2024-12-20,2024,Q4,12,December,51,Friday,4,False,False,Winter,True,True
355,20241221,2024-12-21,2024,Q4,12,December,51,Saturday,5,True,False,Winter,True,True
356,20241222,2024-12-22,2024,Q4,12,December,51,Sunday,6,True,False,Winter,True,True
357,20241223,2024-12-23,2024,Q4,12,December,52,Monday,0,False,False,Winter,True,True
358,20241224,2024-12-24,2024,Q4,12,December,52,Tuesday,1,False,False,Winter,True,True
359,20241225,2024-12-25,2024,Q4,12,December,52,Wednesday,2,False,True,Winter,True,True
360,20241226,2024-12-26,2024,Q4,12,December,52,Thursday,3,False,True,Winter,True,True
361,20241227,2024-12-27,2024,Q4,12,December,52,Friday,4,False,False,Winter,True,True
362,20241228,2024-12-28,2024,Q4,12,December,52,Saturday,5,True,False,Winter,True,True
363,20241229,2024-12-29,2024,Q4,12,December,52,Sunday,6,True,False,Winter,True,True
364,20241230,2024-12-30,2024,Q4,12,December,1,Monday,0,False,False,Winter,True,True
365,20241231,2024-12-31,2024,Q4,12,December,1,Tuesday,1,False,False,Winter,True,True
366,20250101,2025-01-01,2025,Q1,1,January,1,Wednesday,2,False,True,Winter,True,True
367,20250102,2025-01-02,2025,Q1,1,January,1,Thursday,3,False,False,Winter,True,True
368,20250103,2025-01-03,2025,Q1,1,January,1,Friday,4,False,False,Winter,True,True
369,20250104,2025-01-04,2025,Q1,1,January,1,Saturday,5,True,False,Winter,True,True
370,20250105,2025-01-05,2025,Q1,1,January,1,Sunday,6,True,False,Winter,True,True
371,20250106,2025-01-06,2025,Q1,1,January,2,Monday,0,False,False,Winter,True,True
372,20250107,2025-01-07,2025,Q1,1,January,2,Tuesday,1,False,False,Winter,True,True
373,20250108,2025-01-08,2025,Q1,1,January,2,Wednesday,2,False,False,Winter,True,True
374,20250109,2025-01-09,2025,Q1,1,January,2,Thursday,3,False,False,Winter,True,True
375,20250110,2025-01-10,2025,Q1,1,January,2,Friday,4,False,False,Winter,True,True
376,20250111,2025-01-11,2025,Q1,1,January,2,Saturday,5,True,False,Winter,True,True
377,20250112,2025-01-12,2025,Q1,1,January,2,Sunday,6,True,False,Winter,True,True
378,20250113,2025-01-13,2025,Q1,1,January,3,Monday,0,False,False,Winter,True,True
379,20250114,2025-01-14,2025,Q1,1,January,3,Tuesday,1,False,False,Winter,True,True
380,20250115,2025-01-15,2025,Q1,1,January,3,Wednesday,2,False,False,Winter,True,True
381,20250116,2025-01-16,2025,Q1,1,January,3,Thursday,3,False,False,Winter,True,True
382,20250117,2025-01-17,2025,Q1,1,January,3,Friday,4,False,False,Winter,True,True
383,20250118,2025-01-18,2025,Q1,1,January,3,Saturday,5,True,False,Winter,True,True
384,20250119,2025-01-19,2025,Q1,1,January,3,Sunday,6,True,False,Winter,True,True
385,20250120,2025-01-20,2025,Q1,1,January,4,Monday,0,False,False,Winter,True,True
386,20250121,2025-01-21,2025,Q1,1,January,4,Tuesday,1,False,False,Winter,True,True
387,20250122,2025-01-22,2025,Q1,1,January,4,Wednesday,2,False,False,Winter,True,True
388,20250123,2025-01-23,2025,Q1,1,January,4,Thursday,3,False,False,Winter,True,True
389,20250124,2025-01-24,2025,Q1,1,January,4,Friday,4,False,False,Winter,True,True
390,20250125,2025-01-25,2025,Q1,1,January,4,Saturday,5,True,False,Winter,True,True
391,20250126,2025-01-26,2025,Q1,1,January,4,Sunday,6,True,False,Winter,True,True
392,20250127,2025-01-27,2025,Q1,1,January,5,Monday,0,False,False,Winter,True,True
393,20250128,2025-01-28,2025,Q1,1,January,5,Tuesday,1,False,False,Winter,True,True
394,20250129,2025-01-29,2025,Q1,1,January,5,Wednesday,2,False,False,Winter,True,True
395,20250130,2025-01-30,2025,Q1,1,January,5,Thursday,3,False,False,Winter,True,True
396,20250131,2025-01-31,2025,Q1,1,January,5,Friday,4,False,False,Winter,True,True
397,20250201,2025-02-01,2025,Q1,2,February,5,Saturday,5,True,False,Winter,True,True
398,20250202,2025-02-02,2025,Q1,2,February,5,Sunday,6,True,False,Winter,True,True
399,20250203,2025-02-03,2025,Q1,2,February,6,Monday,0,False,False,Winter,True,True
400,20250204,2025-02-04,2025,Q1,2,February,6,Tuesday,1,False,False,Winter,True,True
401,20250205,2025-02-05,2025,Q1,2,February,6,Wednesday,2,False,False,Winter,True,True
402,20250206,2025-02-06,2025,Q1,2,February,6,Thursday,3,False,False,Winter,True,True
403,20250207,2025-02-07,2025,Q1,2,February,6,Friday,4,False,False,Winter,True,True
404,20250208,2025-02-08,2025,Q1,2,February,6,Saturday,5,True,False,Winter,True,True
405,20250209,2025-02-09,2025,Q1,2,February,6,Sunday,6,True,False,Winter,True,True
406,20250210,2025-02-10,2025,Q1,2,February,7,Monday,0,False,False,Winter,True,True
407,20250211,2025-02-11,2025,Q1,2,February,7,Tuesday,1,False,False,Winter,True,True
408,20250212,2025-02-12,2025,Q1,2,February,7,Wednesday,2,False,False,Winter,True,True
409,20250213,2025-02-13,2025,Q1,2,February,7,Thursday,3,False,False,Winter,True,True
410,20250214,2025-02-14,2025,Q1,2,February,7,Friday,4,False,False,Winter,True,True
411,20250215,2025-02-15,2025,Q1,2,February,7,Saturday,5,True,False,Winter,True,True
412,20250216,2025-02-16,2025,Q1,2,February,7,Sunday,6,True,False,Winter,True,True
413,20250217,2025-02-17,2025,Q1,2,February,8,Monday,0,False,False,Winter,True,True
414,20250218,2025-02-18,2025,Q1,2,February,8,Tuesday,1,False,False,Winter,True,True
415,20250219,2025-02-19,2025,Q1,2,February,8,Wednesday,2,False,False,Winter,True,True
416,20250220,2025-02-20,2025,Q1,2,February,8,Thursday,3,False,False,Winter,True,True
417,20250221,2025-02-21,2025,Q1,2,February,8,Friday,4,False,False,Winter,True,True
418,20250222,2025-02-22,2025,Q1,2,February,8,Saturday,5,True,False,Winter,True,True
419,20250223,2025-02-23,2025,Q1,2,February,8,Sunday,6,True,False,Winter,True,True
420,20250224,2025-02-24,2025,Q1,2,February,9,Monday,0,False,False,Winter,True,True
421,20250225,2025-02-25,2025,Q1,2,February,9,Tuesday,1,False,False,Winter,True,True
422,20250226,2025-02-26,2025,Q1,2,February,9,Wednesday,2,False,False,Winter,True,True
423,20250227,2025-02-27,2025,Q1,2,February,9,Thursday,3,False,False,Winter,True,True
424,20250228,2025-02-28,2025,Q1,2,February,9,Friday,4,False,False,Winter,True,True
425,20250301,2025-03-01,2025,Q1,3,March,9,Saturday,5,True,False,Spring,False,True
426,20250302,2025-03-02,2025,Q1,3,March,9,Sunday,6,True,False,Spring,False,True
427,20250303,2025-03-03,2025,Q1,3,March,10,Monday,0,False,False,Spring,False,True
428,20250304,2025-03-04,2025,Q1,3,March,10,Tuesday,1,False,False,Spring,False,True
429,20250305,2025-03-05,2025,Q1,3,March,10,Wednesday,2,False,False,Spring,False,True
430,20250306,2025-03-06,2025,Q1,3,March,10,Thursday,3,False,False,Spring,False,True
431,20250307,2025-03-07,2025,Q1,3,March,10,Friday,4,False,False,Spring,False,True
432,20250308,2025-03-08,2025,Q1,3,March,10,Saturday,5,True,False,Spring,False,True
433,20250309,2025-03-09,2025,Q1,3,March,10,Sunday,6,True,False,Spring,False,True
434,20250310,2025-03-10,2025,Q1,3,March,11,Monday,0,False,False,Spring,False,True
435,20250311,2025-03-11,2025,Q1,3,March,11,Tuesday,1,False,False,Spring,False,True
436,20250312,2025-03-12,2025,Q1,3,March,11,Wednesday,2,False,False,Spring,False,True
437,20250313,2025-03-13,2025,Q1,3,March,11,Thursday,3,False,False,Spring,False,True
438,20250314,2025-03-14,2025,Q1,3,March,11,Friday,4,False,False,Spring,False,True
439,20250315,2025-03-15,2025,Q1,3,March,11,Saturday,5,True,False,Spring,False,True
440,20250316,2025-03-16,2025,Q1,3,March,11,Sunday,6,True,False,Spring,False,True
441,20250317,2025-03-17,2025,Q1,3,March,12,Monday,0,False,False,Spring,False,True
442,20250318,2025-03-18,2025,Q1,3,March,12,Tuesday,1,False,False,Spring,False,True
443,20250319,2025-03-19,2025,Q1,3,March,12,Wednesday,2,False,False,Spring,False,True
444,20250320,2025-03-20,2025,Q1,3,March,12,Thursday,3,False,False,Spring,False,True
445,20250321,2025-03-21,2025,Q1,3,March,12,Friday,4,False,False,Spring,False,True
446,20250322,2025-03-22,2025,Q1,3,March,12,Saturday,5,True,False,Spring,False,True
447,20250323,2025-03-23,2025,Q1,3,March,12,Sunday,6,True,False,Spring,False,True
448,20250324,2025-03-24,2025,Q1,3,March,13,Monday,0,False,False,Spring,False,True
449,20250325,2025-03-25,2025,Q1,3,March,13,Tuesday,1,False,False,Spring,False,True
450,20250326,2025-03-26,2025,Q1,3,March,13,Wednesday,2,False,False,Spring,False,True
451,20250327,2025-03-27,2025,Q1,3,March,13,Thursday,3,False,False,Spring,False,True
452,20250328,2025-03-28,2025,Q1,3,March,13,Friday,4,False,False,Spring,False,True
453,20250329,2025-03-29,2025,Q1,3,March,13,Saturday,5,True,False,Spring,False,True
454,20250330,2025-03-30,2025,Q1,3,March,13,Sunday,6,True,False,Spring,False,True
455,20250331,2025-03-31,2025,Q1,3,March,14,Monday,0,False,False,Spring,False,True
456,20250401,2025-04-01,2025,Q2,4,April,14,Tuesday,1,False,False,Spring,False,False
457,20250402,2025-04-02,2025,Q2,4,April,14,Wednesday,2,False,False,Spring,False,False
458,20250403,2025-04-03,2025,Q2,4,April,14,Thursday,3,False,False,Spring,False,False
459,20250404,2025-04-04,2025,Q2,4,April,14,Friday,4,False,False,Spring,False,False
460,20250405,2025-04-05,2025,Q2,4,April,14,Saturday,5,True,False,Spring,False,False
461,20250406,2025-04-06,2025,Q2,4,April,14,Sunday,6,True,False,Spring,False,False
462,20250407,2025-04-07,2025,Q2,4,April,15,Monday,0,False,False,Spring,False,False
463,20250408,2025-04-08,2025,Q2,4,April,15,Tuesday,1,False,False,Spring,False,False
464,20250409,2025-04-09,2025,Q2,4,April,15,Wednesday,2,False,False,Spring,False,False
465,20250410,2025-04-10,2025,Q2,4,April,15,Thursday,3,False,False,Spring,False,False
466,20250411,2025-04-11,2025,Q2,4,April,15,Friday,4,False,False,Spring,False,False
467,20250412,2025-04-12,2025,Q2,4,April,15,Saturday,5,True,False,Spring,False,False
468,20250413,2025-04-13,2025,Q2,4,April,15,Sunday,6,True,False,Spring,False,False
469,20250414,2025-04-14,2025,Q2,4,April,16,Monday,0,False,False,Spring,False,False
470,20250415,2025-04-15,2025,Q2,4,April,16,Tuesday,1,False,False,Spring,False,False
471,20250416,2025-04-16,2025,Q2,4,April,16,Wednesday,2,False,False,Spring,False,False
472,20250417,2025-04-17,2025,Q2,4,April,16,Thursday,3,False,False,Spring,False,False
473,20250418,2025-04-18,2025,Q2,4,April,16,Friday,4,False,False,Spring,False,False
474,20250419,2025-04-19,2025,Q2,4,April,16,Saturday,5,True,False,Spring,False,False
475,20250420,2025-04-20,2025,Q2,4,April,16,Sunday,6,True,False,Spring,False,False
476,20250421,2025-04-21,2025,Q2,4,April,17,Monday,0,False,False,Spring,False,False
477,20250422,2025-04-22,2025,Q2,4,April,17,Tuesday,1,False,False,Spring,False,False
478,20250423,2025-04-23,2025,Q2,4,April,17,Wednesday,2,False,False,Spring,False,False
479,20250424,2025-04-24,2025,Q2,4,April,17,Thursday,3,False,False,Spring,False,False
480,20250425,2025-04-25,2025,Q2,4,April,17,Friday,4,False,False,Spring,False,False
481,20250426,2025-04-26,2025,Q2,4,April,17,Saturday,5,True,False,Spring,False,False
482,20250427,2025-04-27,2025,Q2,4,April,17,Sunday,6,True,False,Spring,False,False
483,20250428,2025-04-28,2025,Q2,4,April,18,Monday,0,False,False,Spring,False,False
484,20250429,2025-04-29,2025,Q2,4,April,18,Tuesday,1,False,False,Spring,False,False
485,20250430,2025-04-30,2025,Q2,4,April,18,Wednesday,2,False,False,Spring,False,False
486,20250501,2025-05-01,2025,Q2,5,May,18,Thursday,3,False,False,Spring,False,False
487,20250502,2025-05-02,2025,Q2,5,May,18,Friday,4,False,False,Spring,False,False
488,20250503,2025-05-03,2025,Q2,5,May,18,Saturday,5,True,False,Spring,False,False
489,20250504,2025-05-04,2025,Q2,5,May,18,Sunday,6,True,False,Spring,False,False
490,20250505,2025-05-05,2025,Q2,5,May,19,Monday,0,False,False,Spring,False,False
491,20250506,2025-05-06,2025,Q2,5,May,19,Tuesday,1,False,False,Spring,False,False
492,20250507,2025-05-07,2025,Q2,5,May,19,Wednesday,2,False,False,Spring,False,False
493,20250508,2025-05-08,2025,Q2,5,May,19,Thursday,3,False,False,Spring,False,False
494,20250509,2025-05-09,2025,Q2,5,May,19,Friday,4,False,False,Spring,False,False
495,20250510,2025-05-10,2025,Q2,5,May,19,Saturday,5,True,False,Spring,False,False
496,20250511,2025-05-11,2025,Q2,5,May,19,Sunday,6,True,False,Spring,False,False
497,20250512,2025-05-12,2025,Q2,5,May,20,Monday,0,False,False,Spring,False,False
498,20250513,2025-05-13,2025,Q2,5,May,20,Tuesday,1,False,False,Spring,False,False
499,20250514,2025-05-14,2025,Q2,5,May,20,Wednesday,2,False,False,Spring,False,False
500,20250515,2025-05-15,2025,Q2,5,May,20,Thursday,3,False,False,Spring,False,False
501,20250516,2025-05-16,2025,Q2,5,May,20,Friday,4,False,False,Spring,False,False
502,20250517,2025-05-17,2025,Q2,5,May,20,Saturday,5,True,False,Spring,False,False
503,20250518,2025-05-18,2025,Q2,5,May,20,Sunday,6,True,False,Spring,False,False
504,20250519,2025-05-19,2025,Q2,5,May,21,Monday,0,False,False,Spring,False,False
505,20250520,2025-05-20,2025,Q2,5,May,21,Tuesday,1,False,False,Spring,False,False
506,20250521,2025-05-21,2025,Q2,5,May,21,Wednesday,2,False,False,Spring,False,False
507,20250522,2025-05-22,2025,Q2,5,May,21,Thursday,3,False,False,Spring,False,False
508,20250523,2025-05-23,2025,Q2,5,May,21,Friday,4,False,False,Spring,False,False
509,20250524,2025-05-24,2025,Q2,5,May,21,Saturday,5,True,False,Spring,False,False
510,20250525,2025-05-25,2025,Q2,5,May,21,Sunday,6,True,False,Spring,False,False
511,20250526,2025-05-26,2025,Q2,5,May,22,Monday,0,False,False,Spring,False,False
512,20250527,2025-05-27,2025,Q2,5,May,22,Tuesday,1,False,True,Spring,False,False
513,20250528,2025-05-28,2025,Q2,5,May,22,Wednesday,2,False,False,Spring,False,False
514,20250529,2025-05-29,2025,Q2,5,May,22,Thursday,3,False,False,Spring,False,False
515,20250530,2025-05-30,2025,Q2,5,May,22,Friday,4,False,False,Spring,False,False
516,20250531,2025-05-31,2025,Q2,5,May,22,Saturday,5,True,False,Spring,False,False
517,20250601,2025-06-01,2025,Q2,6,June,22,Sunday,6,True,False,Summer,False,False
518,20250602,2025-06-02,2025,Q2,6,June,23,Monday,0,False,False,Summer,False,False
519,20250603,2025-06-03,2025,Q2,6,June,23,Tuesday,1,False,False,Summer,False,False
520,20250604,2025-06-04,2025,Q2,6,June,23,Wednesday,2,False,False,Summer,False,False
521,20250605,2025-06-05,2025,Q2,6,June,23,Thursday,3,False,False,Summer,False,False
522,20250606,2025-06-06,2025,Q2,6,June,23,Friday,4,False,False,Summer,False,False
523,20250607,2025-06-07,2025,Q2,6,June,23,Saturday,5,True,False,Summer,False,False
524,20250608,2025-06-08,2025,Q2,6,June,23,Sunday,6,True,False,Summer,False,False
525,20250609,2025-06-09,2025,Q2,6,June,24,Monday,0,False,False,Summer,False,False
526,20250610,2025-06-10,2025,Q2,6,June,24,Tuesday,1,False,False,Summer,False,False
527,20250611,2025-06-11,2025,Q2,6,June,24,Wednesday,2,False,False,Summer,False,False
528,20250612,2025-06-12,2025,Q2,6,June,24,Thursday,3,False,False,Summer,False,False
529,20250613,2025-06-13,2025,Q2,6,June,24,Friday,4,False,False,Summer,False,False
530,20250614,2025-06-14,2025,Q2,6,June,24,Saturday,5,True,False,Summer,False,False
531,20250615,2025-06-15,2025,Q2,6,June,24,Sunday,6,True,False,Summer,False,False
532,20250616,2025-06-16,2025,Q2,6,June,25,Monday,0,False,False,Summer,False,False
533,20250617,2025-06-17,2025,Q2,6,June,25,Tuesday,1,False,False,Summer,False,False
534,20250618,2025-06-18,2025,Q2,6,June,25,Wednesday,2,False,False,Summer,False,False
535,20250619,2025-06-19,2025,Q2,6,June,25,Thursday,3,False,False,Summer,False,False
536,20250620,2025-06-20,2025,Q2,6,June,25,Friday,4,False,False,Summer,False,False
537,20250621,2025-06-21,2025,Q2,6,June,25,Saturday,5,True,False,Summer,False,False
538,20250622,2025-06-22,2025,Q2,6,June,25,Sunday,6,True,False,Summer,False,False
539,20250623,2025-06-23,2025,Q2,6,June,26,Monday,0,False,False,Summer,False,False
540,20250624,2025-06-24,2025,Q2,6,June,26,Tuesday,1,False,False,Summer,False,False
541,20250625,2025-06-25,2025,Q2,6,June,26,Wednesday,2,False,False,Summer,False,False
542,20250626,2025-06-26,2025,Q2,6,June,26,Thursday,3,False,False,Summer,False,False
543,20250627,2025-06-27,2025,Q2,6,June,26,Friday,4,False,False,Summer,False,False
544,20250628,2025-06-28,2025,Q2,6,June,26,Saturday,5,True,False,Summer,False,False
545,20250629,2025-06-29,2025,Q2,6,June,26,Sunday,6,True,False,Summer,False,False
546,20250630,2025-06-30,2025,Q2,6,June,27,Monday,0,False,False,Summer,False,False
547,20250701,2025-07-01,2025,Q3,7,July,27,Tuesday,1,False,False,Summer,False,False
548,20250702,2025-07-02,2025,Q3,7,July,27,Wednesday,2,False,False,Summer,False,False
549,20250703,2025-07-03,2025,Q3,7,July,27,Thursday,3,False,False,Summer,False,False
550,20250704,2025-07-04,2025,Q3,7,July,27,Friday,4,False,True,Summer,False,False
551,20250705,2025-07-05,2025,Q3,7,July,27,Saturday,5,True,False,Summer,False,False
552,20250706,2025-07-06,2025,Q3,7,July,27,Sunday,6,True,False,Summer,False,False
553,20250707,2025-07-07,2025,Q3,7,July,28,Monday,0,False,False,Summer,False,False
554,20250708,2025-07-08,2025,Q3,7,July,28,Tuesday,1,False,False,Summer,False,False
555,20250709,2025-07-09,2025,Q3,7,July,28,Wednesday,2,False,False,Summer,False,False
556,20250710,2025-07-10,2025,Q3,7,July,28,Thursday,3,False,False,Summer,False,False
557,20250711,2025-07-11,2025,Q3,7,July,28,Friday,4,False,False,Summer,False,False
558,20250712,2025-07-12,2025,Q3,7,July,28,Saturday,5,True,False,Summer,False,False
559,20250713,2025-07-13,2025,Q3,7,July,28,Sunday,6,True,False,Summer,False,False
560,20250714,2025-07-14,2025,Q3,7,July,29,Monday,0,False,False,Summer,False,False
561,20250715,2025-07-15,2025,Q3,7,July,29,Tuesday,1,False,False,Summer,False,False
562,20250716,2025-07-16,2025,Q3,7,July,29,Wednesday,2,False,False,Summer,False,False
563,20250717,2025-07-17,2025,Q3,7,July,29,Thursday,3,False,False,Summer,False,False
564,20250718,2025-07-18,2025,Q3,7,July,29,Friday,4,False,False,Summer,False,False
565,20250719,2025-07-19,2025,Q3,7,July,29,Saturday,5,True,False,Summer,False,False
566,20250720,2025-07-20,2025,Q3,7,July,29,Sunday,6,True,False,Summer,False,False
567,20250721,2025-07-21,2025,Q3,7,July,30,Monday,0,False,False,Summer,False,False
568,20250722,2025-07-22,2025,Q3,7,July,30,Tuesday,1,False,False,Summer,False,False
569,20250723,2025-07-23,2025,Q3,7,July,30,Wednesday,2,False,False,Summer,False,False
570,20250724,2025-07-24,2025,Q3,7,July,30,Thursday,3,False,False,Summer,False,False
571,20250725,2025-07-25,2025,Q3,7,July,30,Friday,4,False,False,Summer,False,False
572,20250726,2025-07-26,2025,Q3,7,July,30,Saturday,5,True,False,Summer,False,False
573,20250727,2025-07-27,2025,Q3,7,July,30,Sunday,6,True,False,Summer,False,False
574,20250728,2025-07-28,2025,Q3,7,July,31,Monday,0,False,False,Summer,False,False
575,20250729,2025-07-29,2025,Q3,7,July,31,Tuesday,1,False,False,Summer,False,False
576,20250730,2025-07-30,2025,Q3,7,July,31,Wednesday,2,False,False,Summer,False,False
577,20250731,2025-07-31,2025,Q3,7,July,31,Thursday,3,False,False,Summer,False,False
578,20250801,2025-08-01,2025,Q3,8,August,31,Friday,4,False,False,Summer,False,False
579,20250802,2025-08-02,2025,Q3,8,August,31,Saturday,5,True,False,Summer,False,False
580,20250803,2025-08-03,2025,Q3,8,August,31,Sunday,6,True,False,Summer,False,False
581,20250804,2025-08-04,2025,Q3,8,August,32,Monday,0,False,False,Summer,False,False
582,20250805,2025-08-05,2025,Q3,8,August,32,Tuesday,1,False,False,Summer,False,False
583,20250806,2025-08-06,2025,Q3,8,August,32,Wednesday,2,False,False,Summer,False,False
584,20250807,2025-08-07,2025,Q3,8,August,32,Thursday,3,False,False,Summer,False,False
585,20250808,2025-08-08,2025,Q3,8,August,32,Friday,4,False,False,Summer,False,False
586,20250809,2025-08-09,2025,Q3,8,August,32,Saturday,5,True,False,Summer,False,False
587,20250810,2025-08-10,2025,Q3,8,August,32,Sunday,6,True,False,Summer,False,False
588,20250811,2025-08-11,2025,Q3,8,August,33,Monday,0,False,False,Summer,False,False
589,20250812,2025-08-12,2025,Q3,8,August,33,Tuesday,1,False,False,Summer,False,False
590,20250813,2025-08-13,2025,Q3,8,August,33,Wednesday,2,False,False,Summer,False,False
591,20250814,2025-08-14,2025,Q3,8,August,33,Thursday,3,False,False,Summer,False,False
592,20250815,2025-08-15,2025,Q3,8,August,33,Friday,4,False,False,Summer,False,False
593,20250816,2025-08-16,2025,Q3,8,August,33,Saturday,5,True,False,Summer,False,False
594,20250817,2025-08-17,2025,Q3,8,August,33,Sunday,6,True,False,Summer,False,False
595,20250818,2025-08-18,2025,Q3,8,August,34,Monday,0,False,False,Summer,False,False
596,20250819,2025-08-19,2025,Q3,8,August,34,Tuesday,1,False,False,Summer,False,False
597,20250820,2025-08-20,2025,Q3,8,August,34,Wednesday,2,False,False,Summer,False,False
598,20250821,2025-08-21,2025,Q3,8,August,34,Thursday,3,False,False,Summer,False,False
599,20250822,2025-08-22,2025,Q3,8,August,34,Friday,4,False,False,Summer,False,False
600,20250823,2025-08-23,2025,Q3,8,August,34,Saturday,5,True,False,Summer,False,False
601,20250824,2025-08-24,2025,Q3,8,August,34,Sunday,6,True,False,Summer,False,False
602,20250825,2025-08-25,2025,Q3,8,August,35,Monday,0,False,False,Summer,False,False
603,20250826,2025-08-26,2025,Q3,8,August,35,Tuesday,1,False,False,Summer,False,False
604,20250827,2025-08-27,2025,Q3,8,August,35,Wednesday,2,False,False,Summer,False,False
605,20250828,2025-08-28,2025,Q3,8,August,35,Thursday,3,False,False,Summer,False,False
606,20250829,2025-08-29,2025,Q3,8,August,35,Friday,4,False,False,Summer,False,False
607,20250830,2025-08-30,2025,Q3,8,August,35,Saturday,5,True,False,Summer,False,False
608,20250831,2025-08-31,2025,Q3,8,August,35,Sunday,6,True,False,Summer,False,False
609,20250901,2025-09-01,2025,Q3,9,September,36,Monday,0,False,False,Autumn,False,False
610,20250902,2025-09-02,2025,Q3,9,September,36,Tuesday,1,False,True,Autumn,False,False
611,20250903,2025-09-03,2025,Q3,9,September,36,Wednesday,2,False,False,Autumn,False,False
612,20250904,2025-09-04,2025,Q3,9,September,36,Thursday,3,False,False,Autumn,False,False
